title,"name_in_the_communication_poem(字, 別號, 姓+字, or 姓+名)",notes(other name patterns),zi 字,hao 別號,surname_zi 姓+字,all_surnames
張安國舍人以南陵鄱陽雨暘不同示詩次韵,,,安國,,張安國,安;張;南
張端義應詔上書謫曲江正月一日贛州相遇,,,,,,應;張;相
張荃翁赴浦江丞而喪耦唁荃翁謝穫軒見寄,,,,,,浦;謝;翁;張
得餘干李尉書錄示唐人于越亭詩因以寄題,,,,,,李;越;唐;于;干
成父來自玉山審知有送行詩且以見及次韻,,,成父,,,山;成
括蒼陳與叟携所撰春秋義例見過書於卷後,,,,,,陳;於;秋;後;蒼
撫州邂逅彦正提刑道舊感歎輙書長句奉呈,,,,,,
教授祖守中逢清以秋菊佳詠見貽次韻奉答,,,守中,,,祖;秋
教授秘書見示學館唱酬詩稿輒書累句以謝,,,,,,謝
日本覺心禪人遠來炷香請益求詩迅筆贈之,,,,,,
昨夜月中一睡殊有秋色覺書所見戲呈道孚,,,道孚,,,秋
晦日昌甫見過因約伯皋小飲黄守繼至三首,,,伯皋,,,昌;黃
晨起長哦後山秋懷十詩飲水一杯清寒徹心,,,,後山,,懷;山;秋;後
智勇師歸永嘉自言所居在萬竹間乞詩送行,,,,萬竹,,
曲江津亭謁華嚴長老見所賜御書因成二韵,,,,,,成;嚴
曾仲躬見過適遇予出留小詩而去次韵二首,,,仲躬,,曾仲躬,仲;曾
會同僚于郡齋煮惠山泉烹建谿茶酌瞿唐春,,,,,,惠;唐;于;瞿;山
望招隱山花回遊江山思崔伯易因寄朱元弼,,,伯易,,崔伯易,山;崔;朱;易;元
李兩山侍郎仲氏儒而醫解后會稽索詩識別,,,,兩山,,李;仲;山;索;別;解
李彥平寄題靜海吏隠堂二詩甚佳因賦一篇,,,彥平,,李彥平,平;李
林判府和前韻見示且約暇日論茗次韻爲謝,,,,,,謝;和;林
某爲府曹伏蒙吳先生以詩見寄謹依韵奉酬,,,,,,吳;蒙;伏;曹
楊伯子以其尊人誠齋南海集爲贈以詩奉酬,,,伯子,誠齋,楊伯子,楊;南
楊侍郎之姪有文劉左史之婭靖之携文見過,,,靖之,,,楊;劉;左
次韵四叔父寄賀二叔父少監入館并見寄詩,,,叔父,,,賀
次韵子椿九日登高見懷兼呈君俞相約尋春,,,君俞,,,相;懷;俞;高
次韵子瞻送楊傑主客奉詔同高麗僧遊錢塘,,,子瞻,,,楊;錢;高
次韵旴江李君昉見寄二首時李在包守郡齋,,,,,,包;時;李
次韻伯承見簡探梅之什且約人日同遊城東,,,伯承,,,東;簡;梅
次韻如岳醵飲西峰寺分韻成詩十四首見寄,,,,西峰,,成;岳
次韻庭藻與陳相之李子至定尋梅之約見示,,,相之;子至,,李子至,陳;相;李;梅
次韻方允迪秘監會稽相遇懷吳興舊遊二首,,,,,,吳;懷;方;相
次韻景思謝送四時纂要并惠乳泉且許見顧,,,景思,,,惠;時;顧;許;謝;景
次韻李子至與陳相之定尋梅之約篇尾見及,,,相之;子至,,李子至,陳;相;李;梅
次韻沃梅泉見寄詠稼隠相過之樂併督作詩,,,,,,沃;樂;相;梅
次韻章季常見予所賦彦恢家七馬四石二詩,,,季常,,,馬;家;季;章;石;常
歐陽全真改秩得邑欲其循循爲之無效余尤,,,全真,,歐陽全真,尤;余;歐陽;全
正仲次帥初前韻見示數日相訪再次韻酬之,,,正仲,,,初;仲;相
正輔既見和，復次前韻，慰鼓盆，勸學佛,,,正輔,,,和
永康徐尉次寄顔令詩韻見寄因以前韻酬答,,,,,,康;徐
江陰楊使君寄示與楊從事唱和詩一軸奉酬,,,,,,楊;陰;從;和
泊舟西村見居民云數里間有梅訪之殊未花,,,,,,梅
泳得男再蒙後村先生和除字見寄戲和一首,,,,後村,,蒙;和;後
洪士龍以洪舜俞考功所作竹洲精舍記見問,,,舜俞;士龍,竹洲,洪舜俞,洪;俞;龍
洪景伯行縣以不得相見寄詩道意因和其韵,,,伯行,,洪景伯,洪;景;和;相
洪景盧以郡釀飲客于野處園賦詩見寄次韵,,,野處,,,盧;洪;景;于
淮西延平以詩見寄因書陜城即事用酬來唱,,,延平,,,平
湖南參議宋與道奉祠歸崇安里中賦此以別,,,與道,,,安;別;宋;南
潛夫約中途遣詩相送至江山無耗寄詩督之,,,潛夫,潛夫,,山;相
照禪師久欲一見比至汝則已遊矣因題廣惠,,,汝則,,,惠;廣
爾雅新義成查許國以詩見惠依韵答之二首,,,許國,,,惠;許;查;成
王充道送水仙花五十枝欣然會心爲之作詠,,,充道,,,王;充
王巖老攜詩見訪詩未究雪下索余作詩贈之,,,巖老,,,王;余;索
甲申上元前聞家君不快西歸見梅有感二首,,,,,,家;元;聞;梅
疎齋以舊作題淵明歸來圖詩見贈依韻奉和,,,淵明,,,和
癸未上元後永州夜飲趙敦禮竹亭聞蛙醉吟,,,敦禮,,,趙;元;聞;後
發永豐值雨投宿金仙寺明日還舊居雪大作,,,,,,宿;金;豐
相之季共各携李伯時畫軸見過分韻得人字,,,相之;伯時,,李伯時,季;時;李;相
眼儿媚 同孙尚书赴孟信安平江郡燕席上,,,,,,平;燕;席;孟;安
知廉州條上邊事落職主管台州崇道觀賦感,,,,,,台;邊
祭酒慈溪公以月令勸講兼示諸生感事有作,,,,,,公
程吉老撫幹以英石見遺層疊可愛報之以此,,,吉老,,,吉;程;石
立春日紫宸拜賜歸持國見率同過江十不行,,,持國,,,
答縁槩師見示草書千字文并名公所贈詩序,,,,,,公
答舅氏時詔不就學官者郡勿舉故見督赴期,,,,,,時
答轉運王工部到壽陽却乘流東下以詩見寄,,,,,,王;東;壽
罷官金華手植秋香而去通判賦詩勉强次韻,,,,,,金;秋
羅源護國院危簿以爲大類廬山因作兩絕句,,,,,,危;山;羅
耿曼老將命鄉邦見過匆遽言別復作詩送之,,,,,,耿;別
聞師川諫議至漳州作建除字詩十二韵迓之,,,師川,,,聞
自廣歸至南康與蔡承之黎夏卿劉成叟相見,,,夏卿;承之;成叟,,,廣;康;黎;相;蔡;夏;成;劉;南
興國璨老浴堂新成以伽佗見示戲成三絕句,,,,,,成
苗子居運判歸宿州同赴武康西縣道中奉寄,,,子居,,苗子居,宿;武;康;苗
莫萬安以甘雨應候用社日韻作詩見貽次韻,,,,,,應;莫;安;甘
葉夢授龍圖同遊丹霞見和四絕句再次前韻,,,夢授,,葉夢授,葉;和;龍
蔡興兵曹謝曾秀才見和梅花詩復此韵爲謝,,,,,,梅;蔡;和;謝;曹;曾
蘇瑩中先往新淦過新喻訪之不遇賦詩爲寄,,,瑩中,,,蘇;喻
虔守霍大夫、監郡許朝奉見和，復次前韻,,,,,,霍;許;和
袁季海別駕以所藏靈壁石詩軸見示爲此篇,,,季海,,,袁;別;季;石
謝胡子遠郎中惠蒲大韶墨報以龍涎心字香,,,子遠,,胡子遠,惠;蒲;胡;韶;謝;龍
謝陳尉宏父惠潮陽蕉絲碑刻因求宿諾韓文,,,宏父,,,陳;惠;謝;宿;韓
護客高郵道中舟中讀簡齋十月詩因和其韻,,,,簡齋,,和;高;簡
賀蘭先生詩同陳恬叔易和節度使王漢忠韵,,,叔易,,,陳;賀蘭;和;蘭;王;賀;易
贈張伯常之郢見過因話荊楚故事仍貺佳什,,,伯常,,,荊;張;常
趙玉汝自作戲墨見寄各題六言其上 脊令,,,玉汝,,趙玉汝,趙
趙玉汝自作戲墨見寄各題六言其上 鵓鳩,,,玉汝,,趙玉汝,趙
趙玉汝自作戲墨見寄各題六言其上 鷺鷥,,,玉汝,,趙玉汝,趙
趙玉汝自作戲墨見寄各題六言其上 鸜鵒,,,玉汝,,趙玉汝,趙
近蒙夏蒙夫教授用贈太守韻見貽輙復和答,,,蒙夫,,夏蒙夫,夏;蒙;和
送劉大諫赴漳州四首兼寄建州太守趙左司,,,,,,趙;劉;左
送河北提刑王詹叔郎中被詔充開封府判官,,,詹叔,,王詹叔,王;充;詹;封
遊歸來園追想主人高風恨不及見因賦二詩,,,,,,高
過餘干吳師中秀才以小詩惠歙硯次韻謝之,,,師中,,,謝;惠;吳;干
邂逅南昌簿孫正之劇談別後聊以記所期者,,,正之,,孫正之,孫;談;昌;後;別;南
陳和叔賀蘭溪所居近有信來言水竹事戲贈,,,和叔,,陳和叔,陳;賀蘭;和;蘭;賀
雪樓程御史次方山房韻見寄用韻答賦三首,,,,山房,,房;程;方;山
頃入南華僧仲有詩爲次其韻仲欲見予詩集,,,仲有,,,仲;南
高兄徐倉高弟和劉會之兩絕見寄再韻謝之,,,會之,,,徐;和;謝;高;劉
魏彥誠見示出守廣德朝士送行詩用韵追賦,,,彥誠,,,廣;魏
黄州夜泊聽水聲因爲絕句以廣歐陽公詩話,,,,,,廣;公;歐陽;黃
三月十八日雨後訪張二十五以詩見寄次其韻,,,,,,張;後
上黄端明壽詩以竚期三入後一品見玄孫爲韻,,,,,,後;孫;壽;黃
中秋不見月得斯遠所寄詩有懷兼呈遠父成父,,,斯遠;遠父;成父,,,懷;成;秋
主簿甥孫小舟載白菊一本見遺賦二小詩爲謝,,,,小舟,,謝;孫;白
二十八日出郊勸農陳澤民見示佳作因次來韵,,,澤民,,陳澤民,陳;農
五月三日遊簡寂食甜苦笋知觀歐陽齊年求詩,,,齊年,,,簡;歐陽;齊
仲咸見予一百六十韻賦詩相贈因以四韻答之,,,仲咸,,,仲;相
余將北游留海昏而餘祐禪者自靖安馳來覓詩,,,,,,安;余;游
余賦佚老堂志宏見和復用前韻成一篇呈興宗,,,成一;志宏;興宗,,,宗;成;余;和
依韻和永叔久在病告近方赴直道懷見寄二章,,,直道;永叔,,,懷;章;和;方
偶聞官吏舉請輒有一篇寄呈成都府從弟舍人,,,,,,從;聞;成
偶閲夷堅志見梁鄭公有九月梅花詩因復次韻,,,公有,,,鄭;公;梁;梅
元夕塊坐因用葉翰林去年見寄元夕詩韻寫懷,,,,,,葉;懷;元;林
兒餒嗔郎罷妻寒怨藁砧唐眉山詩也戲爲箋之,,,,,,唐;山
劉貢父見余歌詞數首，以詩見戲，聊次其韻,,,貢父,,劉貢父,余;劉
史主簿以授菴習稿見示敬題其後并寄張宗瑞,,,宗瑞,,張宗瑞,習;宗;張;後
司戶攝淳安丞同官送至西湖支使有詩因次韵,,,,,,支;安
同餘杭尉江仲嘉褒道人陳祖德良孫遊洞霄宫,,,祖德;仲嘉;道人,,江仲嘉,陳;祖;仲;杭;孫
和子瞻次孫覺諫議韵題邵伯閘上斗野亭見寄,,,子瞻,野亭,,邵;和;孫
和通判國博和金華著作陪知府少卿遊北山韵,,,少卿,北山,,金;山;和
唐文權郡見前作和韻見教乃賦詩三首以答之,,,,,,唐;權;和
天長道中作饑來驅我去二首寄呈劉盧二御史,,,長道,,,盧;劉
子聿欲暫歸山陰見乃翁作惡遂不行贈以此詩,,,乃翁,,,陰;翁;山
子肅以古風見還詩軸頗述歸田之樂次韻答之,,,子肅,歸田,,田;樂;古
孔先生以仙長老山水略錄見約同遊作詩答之,,,,,,孔;山
季奕見蕃與審知唱酬近詩過辱枉贈用韻奉答,,,,,,奕;季
季長盡室來長沙留一月乃還邵陽作是詩送之,,,季長,,,邵;沙;季
孫使君約觀燈以病不果往以詩見强次韻和酬,,,,,,和;孫
孫量臣約游乾明借秦少方韻見贈復次韻答之,,,,,,秦;游;孫;方
宇文子友聞予有西郊尋梅詩以詩借觀次其韵,,,子友,西郊,宇文子友,宇文;聞;梅
寄永新元老元書云已辭廣孝復歸禾山白雲矣,,,廣孝,白雲,,廣;山;雲;元;白
寄題天台臨海白鶴廟康濟泉爲顔魯子少卿作,,,魯子;少卿,,,台;魯;康;白
寄題太和宰趙嘉言勤民二圖 題通濟渡船圖,,,太和;嘉言;通濟,,趙嘉言,趙;和;宰
將至古渝虞憲以三絕同端午節見寄用韻爲謝,,,,,,虞;謝;古
將赴高安出吉水報謁縣官歸塗宿五峰寺二首,,,,五峰,,宿;安;吉;高
崇德夜泊寄福建提刑章屯田思錢塘春月並遊,,,,,,田;章;錢
席上奉呈教授歐陽丈時併餞戴兄故其中及之,,,及之,,,戴;席;歐陽;時
常山孫令見過僕未起孫題壁而去作絕句寄之,,,,,,山;孫;常
府尹歐陽公以臨書智信篇爲貺謹以長句酬謝,,,,,,公;謝;歐陽
廖袁州次韵見答并寄黄靖國再生傳次韵寄之,,,靖國,,,袁;廖;黃
廿五兄宣義見招偕諸弟赴新亭宴集即席有作,,,,,,席
張大著以韓持國綠樽紅妓事再和見戲復次韻,,,持國,,韓持國,紅;和;張;韓
張持荷以詩見約同沈無隠賞梅因得絕句奉謝,,,,,,張;謝;沈;梅
彥和善談性理子文繼成偈句見要屬和謹次韵,,,彥和;子文,子文,,成;談;和
彥文見和新正爲壽絕句推借過厚再和呈二首,,,彥文,,,和;壽
彥禮提宮以詩見招赴惠山登高之集次韻奉酬,,,彥禮,,,惠;宮;山;高
彭心齋諱逢源自作頌呈師師於一句下加三句,,,逢源,心齋,,彭;於
徐彥猷以仇池詩句爲韻作詩十四章見示答之,,,彥猷,,徐彥猷,池;章;徐;仇
得子雲和篇約元宵見訪再用前韵以速之二首,,,子雲,,,雲;元;和
志宏以墨戲見遺并貺古風次韻答之且歸其畫,,,志宏,,,古
慧知微以布衫送壽昌可師有偈答之戲成四首,,,知微,,,昌;成;壽
成正仲水鄉秋興寄王履道惠然見示以此謝之,,,履道;正仲,,成正仲;王履道,惠;王;謝;仲;成;秋
敏叔浮梁詩有放教明月上扁舟之句因成小詩,,,敏叔,,,梁;成
於劉功曹家見楊直講女奴彈琵琶戲作呈聖俞,,,聖俞,,,於;家;俞;楊;劉;曹
早夏集公會亭餞金華道卿內翰守澶淵得符字,,,公會;道卿,,,金;夏;公;符
昨日偶到北觀蒙君俞元載元發明叔惠然見過,,,君俞;叔惠,,,惠;元;蒙;俞
未臘已見四白偶得數語呈子壽且述挽留之意,,,子壽,,,壽;白
朱伯宣才英昆仲見過曲相慰藉因留飲得花字,,,才英,,,仲;朱;相
李懷安擁麾入蜀道出鄱江見贈二詩依韻奉酬,,,,,,安;懷;李
某伏蒙寄示五言二韵詩輒次韵上呈聊以見志,,,,,,蒙;伏
某承乏東陽周親惠然顧訪未幾告別以詩餞之,,,,,,惠;東;顧;周;別
次折仲古樞密韻寄題耒陽曹欽臣彥若藏書室,,,仲古,,折仲古,仲;古;曹
次韵吳興李行中秀才見寄并求醉眠亭詩二首,,,行中,,李行中,吳;李
次韵和李長學士正月二十八日出郊見寄之作,,,,,,和;李
次韵陳榮緒同倚鐘樓晚望別後明日見寄之作,,,,,,陳;後;別;榮
次韻再答少藴知府甥和四兄長句并見寄二首,,,,,,和
次韻劉允叔丈主簿讀予所編天台集見贈之作,,,允叔,,劉允叔,台;劉
次韻同年楊使君回自毘陵同泛石湖舟中見贈,,,,,,楊;石
次韻和吳正仲以予往南陵見寄兼惠新醖早蟹,,,正仲,,吳正仲,惠;和;仲;吳;南
次韻子由以詩見報編禮公，借雷琴，記舊曲,,,子由,,,公;雷
次韻孫莘老見贈，時莘老移廬州，因以別之,,,莘老,,孫莘老,別;時;孫;莘
次韻李明府上事初謁登源廟用蘇黄門韻見示,,,李明,,,初;蘇;李;黃
次韻汪以南教授美康使君新政因及賤迹四首,,,,,,汪;康;南
歐陽叔向見余試院中詩卷作詩見譽次韵酬之,,,叔向,,,余;歐陽;向
武成致齋奉酬吳沖卿寺丞太學宿直見寄二首,,,武成;沖卿,,,宿;武;吳;成
比與鮮于柬之游池上已而辱三詩見示因次韻,,,,,,池;于;鮮于;游
永嘉何子善琴而有詩名一日携二妙見訪求詩,,,子善,,,何
永嘉縣君赴潁昌杜丈之喪送至鹿邑境上贈別,,,,,,昌;鹿;別;杜
池州進士陳生惠然見過不日且行因以詩贈別,,,,,,惠;陳;別;池
浄光丈室開小窗頗得江山之勝次璧老壁間韻,,,,,,山
浙東參政寄示會稽蓬萊閣詩軸次韻寄題二首,,,,,,蓬;東
淳熙甲午桂林鹿鳴燕輒賦小詩少見勸駕之意,,,,桂林,,桂;燕;鹿;林
熊上人見過談理頗未得盡憶王侍郎共加研討,,,,,,王;熊;談
王生以詩見貽次韻答之生視脊中環中實仲父,,,中實;仲父,,,王;仲
用韓文公送鄭尚書韻寄雷朝宗兼屬歐陽全真,,,朝宗;全真,,歐陽全真,歐陽;宗;雷;鄭;公;全;韓
病足久敗遊山之興山中道人多見問戲作示之,,,中道,,,山
登寺中蕭疎極甚不見一僧獨坐雲堂數刻口占,,,,,,雲;蕭
發儀真投宿山寺壁間見向伯恭留題因和其韻,,,伯恭,,向伯恭,宿;山;向;和
秋暑熾甚忍饑偶作書季直弟以詩見嘲因次韻,,,季直,,,秋;季
答端明王尚書見寄兼簡景仁文裕二侍郎二首,,,文裕;景仁,,,王;景;簡
聞寺簿燕客因以酒蟹送似有詩見及次韻二首,,,,,,燕;聞
臨川縣治古桂兩大株與葉潜仲鄔文伯飲花下,,,文伯,,,桂;葉;鄔;仲;古
與廖明略學士賦餘干縣白雲亭一首呈吳明府,,,明略,白雲,廖明略,廖;干;雲;吳;白
舟中見新月伯崇擇之二友皆已醉卧以此戲之,,,伯崇;擇之,,,
舟次白鷺洲再寄安中尚書用李白寄楊江寧韻,,,安中,,,李;楊;寧;安;白
荆南簽判向和卿用予六言見惠次韵奉酬四首,,,和卿,,向和卿,惠;向;和;南
萬孝全贈金華洞石名雪灑遥峯作進退詩次韻,,,,,,金;全;石
董君藻之子時修隨其師戴時可來見八句勉之,,,勉之;藻之;子時;時可,,,戴;時;董
蘭谿范茂明過江來訪和韻見貽七疊前韻奉答,,,茂明,,范茂明,蘭;和;范
見召西陽池泛舟仍示雅章因成二絕希笑覽也,,,,,,池;章;成
觀老杜久客一篇其言有感於吾心者因爲八詠,,,,,,杜;於
解后樂清主簿姜昌齡一見如平生歡同宿能仁,,,昌齡,,,姜;昌;宿;能;平;樂;解
謝子肅任崑山丞和余留題舊游詩復次韵謝之,,,子肅,,謝子肅,游;余;和;謝;任;山
豐城觀音院有胡明仲范伯達汪彥章諸公題字,,,伯達;明仲;彥章,,范伯達;汪彥章;胡明仲,汪;胡;章;仲;豐;公;范
豐城高安之間憩民家景趣幽邃爲之慨然懷歸,,,安之,,,家;懷;高;豐;安;景
贛縣向宰座上見綠萼梅主簿程開老相勉賦詩,,,,,,向;相;梅;程;宰
近以詩寄許振叔承林德祖見和復次前韻寄之,,,叔承;德祖,,林德祖;許振叔,許;祖;和;林
追和范文正公鄱陽詩 登綺霞亭用碧雲軒韻,,,,碧雲,,雲;和;范;公
送王商公遊永嘉兼呈東甽曹侍郎荆山劉學士,,,,東甽,,東;商;王;公;山;劉;曹
送祖龍學擇之赴陜府酌飲贈別次歐陽永叔韵,,,擇之;永叔,,歐陽永叔,祖;歐陽;別;龍
過劉道士庵壁間見梁竑父蘇季文詩因用其韻,,,季文,,蘇季文,劉;蘇;梁;季
道士王元之以詩爲贈多見哀勉因以古詩爲答,,,,,王元之,王;元;古
道臨川按閱兵将錢巽叔侍郎賦詩次其韻三首,,,,,,錢
邇日詩卷承若拙編爲小集見示且有詩因次韻,,,若拙,,,
邦求示詩述其昆弟鼎臣寶臣守平江因以和之,,,寶臣;以和;鼎臣,,,平;和
邵陽趙節齋史君同黄季玉以合江亭三字分韵,,,季玉;節齋,節齋,,趙;邵;季;黃
酬仲微以舍弟忝直螭階余近塵鳳署見慶之作,,,仲微;慶之,,,鳳;余;仲
酬和知府李殿院見訪之什往來不休因成四首,,,,,,成;和;李
重陽前一日仲明見過留之以州會辭作此示之,,,仲明,,,仲
鍾惠叔轉示趙臨安兩山堂諸公詩刻隨喜二首,,,惠叔;山堂,兩山,,公;惠;安;鍾;趙;山
長沙呈趙東巖運使併簡幕中楊唯叔通判諸丈,,,叔通,東巖,楊唯叔,東;沙;楊;簡;趙
閣學袁侍郎以朝鯉豢龍兩圖見寄索和 朝鯉,,,,,,袁;索;和;龍
閣學袁侍郎以朝鯉豢龍兩圖見寄索和 豢龍,,,,,,袁;索;和;龍
閻普州趙果州舟中唱和以巨軸見寄酬以二首,,,,,,閻;趙;和
陳誠之以長句送揚州花仍催踐快閣之約戲答,,,誠之,,陳誠之,陳
雪後至臨平，與柳子玉同至僧舍，見陳尉烈,,,子玉,,柳子玉,陳;平;柳;後
題太和宰卓士直寄新刻山谷快閣詩真蹟二首,,,太和;士直,山谷,卓士直,卓;和;谷;山;宰
顯道世弼過弊廬小酌醉中顯道以詩見教和謝,,,顯道;世弼,,,謝;和
餘杭法喜院荆文公書堂文公康定中讀書於此,,,,,,杭;康;公;於
黎明府見示令叔顯謨開國墓誌求詩爲賦三首,,,,,,黎
